,gene,freq
4164,C10orf88,1
4165,C11orf21,1
4166,C11orf54,1
4167,C11orf86,1
4168,C11orf95,1
4169,C11orf96,1
4170,C12orf4,1
4171,C12orf40,1
4172,C12orf49,1
4173,C12orf66,1
4174,C12orf73,1
4175,C12orf75,1
4176,C14orf39,1
4177,C15orf48,1
4178,C16orf45,1
4179,C17orf49,1
4180,C17orf51,1
4181,C17orf75,1
4182,C17orf80,1
4183,C19orf12,1
4184,C19orf47,1
4185,C19orf48,1
4186,C19orf73,1
4187,C1orf189,1
4188,C1orf198,1
4189,C1QL1,1
4190,C1QTNF6,1
4191,C1QTNF7,1
4192,C1S,1
4193,C20orf203,1
4194,C20orf96,1
4195,C22orf24,1
4196,C22orf46,1
4197,C2CD2,1
4198,C2CD3,1
4199,C2CD4A,1
4200,C2orf40,1
4201,C2orf66,1
4202,C2orf68,1
4203,C2orf73,1
4204,C2orf83,1
4205,C2orf88,1
4206,C3orf70,1
4207,C4orf46,1
4208,C5orf15,1
4209,C5orf51,1
4210,C5orf66,1
4211,C6orf106,1
4212,C6orf120,1
4213,C7orf25,1
4214,C7orf31,1
4215,C7orf69,1
4216,C8A,1
4217,C8orf34,1
4218,C8orf76,1
4219,C9orf3,1
4220,C9orf47,1
4221,CA10,1
4222,CA13,1
4223,CA3,1
4224,CA7,1
4225,CAB39L,1
4226,CABIN1,1
4227,CABS1,1
4228,CACFD1,1
4229,CACNA1I,1
4230,CACNG6,1
4231,CALB2,1
4232,CALHM5,1
4233,CALM2,1
4234,CALM3,1
4235,CALN1,1
4236,CAMLG,1
4237,CAP1,1
4238,CAPN11,1
4239,CAPN14,1
4240,CAPN15,1
4241,CAPN2,1
4242,CAPN7,1
4243,CAPN8,1
4244,CAPNS1,1
4245,CAPS2,1
4246,CAPSL,1
4247,CARD18,1
4248,CARD8,1
4249,CARMIL1,1
4250,CASC4,1
4251,CASP10,1
4252,CASP2,1
4253,CASP9,1
4254,CASTOR1,1
4255,CASTOR3,1
4256,CAT,1
4257,CATIP,1
4258,CATSPERG,1
4259,CAV3,1
4260,CAVIN2,1
4261,CBLIF,1
4262,CBLN2,1
4263,CBLN4,1
4264,CBR4,1
4265,CBWD5,1
4266,CBWD6,1
4267,CBX5,1
4268,CC2D1A,1
4269,CC2D2A,1
4270,CCAR1,1
4271,CCDC103,1
4272,CCDC110,1
4273,CCDC113,1
4274,CCDC120,1
4275,CCDC137,1
4276,CCDC138,1
4277,CCDC14,1
4278,CCDC148,1
4279,CCDC152,1
4280,CCDC158,1
4281,CCDC169,1
4282,CCDC173,1
4283,CCDC177,1
4284,CCDC184,1
4285,CCDC189,1
4286,CCDC190,1
4287,CCDC198,1
4288,CCDC30,1
4289,CCDC33,1
4290,CCDC34,1
4291,CCDC40,1
4292,CCDC47,1
4293,CCDC50,1
4294,CCDC80,1
4295,CCDC89,1
4296,CCER1,1
4297,CCL16,1
4298,CCL18,1
4299,CCL19,1
4300,CCL28,1
4301,CCL4L2,1
4302,CCM2,1
4303,CCN2,1
4304,CCN4,1
4305,CCNA1,1
4306,CCNC,1
4307,CCNI2,1
4308,CCNL1,1
4309,CCNL2,1
4310,CCPG1,1
4311,CCR2,1
4312,CCR6,1
4313,CCR9,1
4314,CCSAP,1
4315,CCT8,1
4316,CD109,1
4317,CD163,1
4318,CD164,1
4319,CD1C,1
4320,CD200,1
4321,CD244,1
4322,CD274,1
4323,CD276,1
4324,CD300LF,1
4325,CD34,1
4326,CD36,1
4327,CD44,1
4328,CD55,1
4329,CD58,1
4330,CD6,1
4331,CD86,1
4332,CD93,1
4333,CD96,1
4334,CD99,1
4335,CDC123,1
4336,CDC14B,1
4337,CDC40,1
4338,CDC42EP3,1
4339,CDC42SE1,1
4340,CDC73,1
4341,CDCA7L,1
4342,CDH10,1
4343,CDH13,1
4344,CDH4,1
4345,CDH5,1
4346,CDH7,1
4347,CDK12,1
4348,CDK13,1
4349,CDK5RAP3,1
4350,CDKL2,1
4351,CDKL4,1
4352,CDKN1B,1
4353,CDKN1C,1
4354,CDO1,1
4355,CDON,1
4356,CDR2,1
4357,CDYL,1
4358,CDYL2,1
4359,CEACAM1,1
4360,CEACAM19,1
4361,CEACAM8,1
4362,CEBPA,1
4363,CEBPB,1
4364,CELF1,1
4365,CELF3,1
4366,CELF5,1
4367,CELF6,1
4368,CEMIP2,1
4369,CENPA,1
4370,CENPJ,1
4371,CENPO,1
4372,CENPS-CORT,1
4373,CEP104,1
4374,CEP112,1
4375,CEP120,1
4376,CEP126,1
4377,CEP135,1
4378,CEP152,1
4379,CEP170B,1
4380,CEP192,1
4381,CEP44,1
4382,CEP63,1
4383,CEP68,1
4384,CEP76,1
4385,CEP85,1
4386,CERCAM,1
4387,CERS3,1
4388,CERS5,1
4389,CES5A,1
4390,CFAP20,1
4391,CFAP206,1
4392,CFAP300,1
4393,CFAP44,1
4394,CFDP1,1
4395,CFHR2,1
4396,CFLAR,1
4397,CFTR,1
4398,CH25H,1
4399,CHAC2,1
4400,CHCHD10,1
4401,CHCHD3,1
4402,CHCHD4,1
4403,CHIA,1
4404,CHM,1
4405,CHML,1
4406,CHMP1A,1
4407,CHMP5,1
4408,CHMP6,1
4409,CHMP7,1
4410,CHN2,1
4411,CHRM2,1
4412,CHRM5,1
4413,CHRNA4,1
4414,CHST11,1
4415,CHST12,1
4416,CHST3,1
4417,CHST6,1
4418,CHST7,1
4419,CHST9,1
4420,CHSY1,1
4421,CHSY3,1
4422,CIB2,1
4423,CIDEA,1
4424,CILP2,1
4425,CIP2A,1
4426,CIR1,1
4427,CISD1,1
4428,CISD3,1
4429,CIT,1
4430,CITED2,1
4431,CKAP4,1
4432,CLCF1,1
4433,CLDN1,1
4434,CLDN8,1
4435,CLEC12B,1
4436,CLEC16A,1
4437,CLEC18A,1
4438,CLEC2D,1
4439,CLEC2L,1
4440,CLEC3A,1
4441,CLEC4F,1
4442,CLIC5,1
4443,CLK2,1
4444,CLMP,1
4445,CLN6,1
4446,CLNS1A,1
4447,CLRN1,1
4448,CLSTN1,1
4449,CLTA,1
4450,CLUL1,1
4451,CLVS1,1
4452,CMBL,1
4453,CMPK2,1
4454,CMTR1,1
4455,CMTR2,1
4456,CMYA5,1
4457,CNDP1,1
4458,CNGA2,1
4459,CNIH4,1
4460,CNN3,1
4461,CNOT8,1
4462,CNPY2,1
4463,CNPY3,1
4464,CNRIP1,1
4465,CNTFR,1
4466,CNTN4,1
4467,CNTNAP3,1
4468,CNTNAP4,1
4469,COA5,1
4470,COBL,1
4471,COG3,1
4472,COL11A2,1
4473,COL15A1,1
4474,COL1A1,1
4475,COL22A1,1
4476,COL23A1,1
4477,COL2A1,1
4478,COL3A1,1
4479,COL4A2,1
4480,COL4A4,1
4481,COL4A5,1
4482,COL4A6,1
4483,COL5A3,1
4484,COL6A1,1
4485,COL6A2,1
4486,COL6A3,1
4487,COL6A6,1
4488,COL7A1,1
4489,COL8A1,1
4490,COL9A1,1
4491,COLCA1,1
4492,COLGALT2,1
4493,COLQ,1
4494,COMMD10,1
4495,COMMD7,1
4496,COPS2,1
4497,CORO2A,1
4498,CORT,1
4499,COTL1,1
4500,COX10,1
4501,COX15,1
4502,COX16,1
4503,COX20,1
4504,CPLX1,1
4505,CPLX2,1
4506,CPLX3,1
4507,CPM,1
4508,CPNE3,1
4509,CPPED1,1
4510,CPSF4,1
4511,CPXM2,1
4512,CRADD,1
4513,CRAMP1,1
4514,CRB1,1
4515,CRCP,1
4516,CRCT1,1
4517,CREBBP,1
4518,CREBZF,1
4519,CREM,1
4520,CRHBP,1
4521,CRIPT,1
4522,CRISPLD2,1
4523,CRMP1,1
4524,CROT,1
4525,CRYBG1,1
4526,CRYGS,1
4527,CRYL1,1
4528,CS,1
4529,CSF2RB,1
4530,CSGALNACT2,1
4531,CSMD2,1
4532,CSMD3,1
4533,CSNK1D,1
4534,CSPP1,1
4535,CSRNP2,1
4536,CSRNP3,1
4537,CSRP2,1
4538,CSTB,1
4539,CTBP2,1
4540,CTDSP1,1
4541,CTH,1
4542,CTIF,1
4543,CTNNA1,1
4544,CTNNBIP1,1
4545,CTNND1,1
4546,CTSD,1
4547,CTSK,1
4548,CTSS,1
4549,CTSZ,1
4550,CWC27,1
4551,CWF19L2,1
4552,CXCL10,1
4553,CXCL11,1
4554,CXCL5,1
4555,CXCL6,1
4556,CXCL8,1
4557,CXCR6,1
4558,CYB561D2,1
4559,CYB5R3,1
4560,CYBRD1,1
4561,CYP7B1,1
4562,CYP8B1,1
4563,CYSTM1,1
4564,CYTIP,1
4565,CYYR1,1
4566,CZIB,1
4567,DACH2,1
4568,DAD1,1
4569,DALRD3,1
4570,DAO,1
4571,DAOA,1
4572,DAP,1
4573,DAPK1,1
4574,DARS,1
4575,DAXX,1
4576,DAZL,1
4577,DBF4,1
4578,DBNDD1,1
4579,DBNDD2,1
4580,DCAF12,1
4581,DCAF12L1,1
4582,DCAF17,1
4583,DCAF4,1
4584,DCAF6,1
4585,DCAF8L1,1
4586,DCC,1
4587,DCDC1,1
4588,DCDC2,1
4589,DCLK2,1
4590,DCTN5,1
4591,DCUN1D5,1
4592,DDC,1
4593,DDHD1,1
4594,DDHD2,1
4595,DDI2,1
4596,DDR1,1
4597,DDX39B,1
4598,DDX46,1
4599,DDX47,1
4600,DECR2,1
4601,DEGS1,1
4602,DEK,1
4603,DELE1,1
4604,DENND1A,1
4605,DENND2D,1
4606,DENND3,1
4607,DENND4B,1
4608,DENND5B,1
4609,DENND6B,1
4610,DEPDC1,1
4611,DERL3,1
4612,DET1,1
4613,DEXI,1
4614,DGCR2,1
4615,DGCR6,1
4616,DGCR6L,1
4617,DGKI,1
4618,DGKK,1
4619,DGKZ,1
4620,DHRS11,1
4621,DHRS12,1
4622,DHRS3,1
4623,DHRSX,1
4624,DHTKD1,1
4625,DHX40,1
4626,DHX8,1
4627,DHX9,1
4628,DIAPH3,1
4629,DIDO1,1
4630,DIMT1,1
4631,DIP2B,1
4632,DISP3,1
4633,DKK2,1
4634,DLAT,1
4635,DLD,1
4636,DLG3,1
4637,DLGAP3,1
4638,DLX1,1
4639,DLX3,1
4640,DLX5,1
4641,DMAC1,1
4642,DMBX1,1
4643,DMXL1,1
4644,DNAH14,1
4645,DNAI1,1
4646,DNAJB1,1
4647,DNAJB11,1
4648,DNAJB12,1
4649,DNAJB3,1
4650,DNAJB7,1
4651,DNAJC10,1
4652,DNAJC30,1
4653,DNAJC8,1
4654,DNAJC9,1
4655,DNASE2,1
4656,DNER,1
4657,DNM1,1
4658,DNM2,1
4659,DNMBP,1
4660,DOC2B,1
4661,DOK6,1
4662,DPP10,1
4663,DPP4,1
4664,DPP9-AS1,1
4665,DPY19L2,1
4666,DPY30,1
4667,DQX1,1
4668,DSC2,1
4669,DSC3,1
4670,DSCAM,1
4671,DSCC1,1
4672,DSG3,1
4673,DSP,1
4674,DTD1,1
4675,DTD2,1
4676,DTL,1
4677,DTX2,1
4678,DUOX1,1
4679,DUS2,1
4680,DUSP10,1
4681,DUSP16,1
4682,DUSP3,1
4683,DUSP6,1
4684,DUSP7,1
4685,DUXA,1
4686,DYM,1
4687,DYNC1LI1,1
4688,DYNLRB1,1
4689,DYNLT1,1
4690,DYRK4,1
4691,E2F2,1
4692,E2F5,1
4693,EAF1,1
4694,EBF1,1
4695,ECE1,1
4696,ECHDC1,1
4697,ECM2,1
4698,ECT2L,1
4699,EDARADD,1
4700,EDEM1,1
4701,EDF1,1
4702,EDIL3,1
4703,EDNRB,1
4704,EEF2K,1
4705,EEPD1,1
4706,EFCAB11,1
4707,EFCAB14,1
4708,EFCAB9,1
4709,EFEMP1,1
4710,EFHC2,1
4711,EFHD2,1
4712,EFNA4,1
4713,EFNB3,1
4714,EFR3B,1
4715,EGR1,1
4716,EGR2,1
4717,EHBP1,1
4718,EHD2,1
4719,EHD3,1
4720,EHD4,1
4721,EHF,1
4722,EHHADH,1
4723,EHMT1,1
4724,EID2B,1
4725,EIF1B,1
4726,EIF2AK3,1
4727,EIF2B1,1
4728,EIF2S1,1
4729,EIF2S3,1
4730,EIF3J,1
4731,EIF4B,1
4732,EIF4EBP2,1
4733,EIF4EBP3,1
4734,EIF5B,1
4735,ELAVL3,1
4736,ELF1,1
4737,ELF2,1
4738,ELMOD3,1
4739,ELN,1
4740,ELOVL6,1
4741,ELP5,1
4742,EMC7,1
4743,EMCN,1
4744,EML2,1
4745,EML5,1
4746,EMP2,1
4747,EMSY,1
4748,ENC1,1
4749,ENDOD1,1
4750,ENDOV,1
4751,ENG,1
4752,ENHO,1
4753,ENOX1,1
4754,ENPP1,1
4755,ENPP3,1
4756,ENTR1,1
4757,ENY2,1
4758,EP300,1
4759,EPB41L3,1
4760,EPB41L4A,1
4761,EPGN,1
4762,EPN1,1
4763,EPS8,1
4764,ERAP1,1
4765,ERCC6,1
4766,ERCC8,1
4767,ERFE,1
4768,ERGIC2,1
4769,ERI1,1
4770,ERMAP,1
4771,ERMN,1
4772,ERMP1,1
4773,ERO1A,1
4774,ERVH48-1,1
4775,ESCO2,1
4776,ESM1,1
4777,ESPNL,1
4778,ESYT1,1
4779,ETHE1,1
4780,ETS1,1
4781,ETV3L,1
4782,ETV4,1
4783,ETV6,1
4784,EVA1C,1
4785,EVC2,1
4786,EVI5L,1
4787,EXOC4,1
4788,EXOC6B,1
4789,EXOSC3,1
4790,EXPH5,1
4791,EYA2,1
4792,EYA3,1
4793,EZR,1
4794,F8,1
4795,F9,1
4796,FA2H,1
4797,FAAH2,1
4798,FAF2,1
4799,FAHD1,1
4800,FAIM,1
4801,FAIM2,1
4802,FAM117A,1
4803,FAM120A,1
4804,FAM120AOS,1
4805,FAM120B,1
4806,FAM122C,1
4807,FAM124B,1
4808,FAM126A,1
4809,FAM131B,1
4810,FAM135B,1
4811,FAM13A,1
4812,FAM13C,1
4813,FAM149B1,1
4814,FAM155B,1
4815,FAM160A2,1
4816,FAM169B,1
4817,FAM171A1,1
4818,FAM177A1,1
4819,FAM177B,1
4820,FAM184A,1
4821,FAM193B,1
4822,FAM19A3,1
4823,FAM19A4,1
4824,FAM20B,1
4825,FAM20C,1
4826,FAM217B,1
4827,FAM222A,1
4828,FAM228A,1
4829,FAM229B,1
4830,FAM234B,1
4831,FAM240A,1
4832,FAM45A,1
4833,FAM47E-STBD1,1
4834,FAM53B,1
4835,FAM53C,1
4836,FAM57A,1
4837,FAM57B,1
4838,FAM71F1,1
4839,FAM78A,1
4840,FAM83B,1
4841,FAM83D,1
4842,FAM83H,1
4843,FAM98B,1
4844,FAN1,1
4845,FANCF,1
4846,FANCM,1
4847,FANK1,1
4848,FASLG,1
4849,FASTKD2,1
4850,FBLN5,1
4851,FBP1,1
4852,FBRS,1
4853,FBRSL1,1
4854,FBXL14,1
4855,FBXL7,1
4856,FBXO16,1
4857,FBXO30,1
4858,FBXO4,1
4859,FBXW9,1
4860,FCHO2,1
4861,FCN1,1
4862,FDX2,1
4863,FDXACB1,1
4864,FECH,1
4865,FEM1B,1
4866,FER,1
4867,FETUB,1
4868,FGD4,1
4869,FH,1
4870,FHDC1,1
4871,FHIT,1
4872,FHL2,1
4873,FHL5,1
4874,FIGN,1
4875,FIGNL2,1
4876,FKBP15,1
4877,FKBP4,1
4878,FKBP5,1
4879,FKRP,1
4880,FKTN,1
4881,FLI1,1
4882,FLNC,1
4883,FLRT3,1
4884,FMN1,1
4885,FMN2,1
4886,FMR1NB,1
4887,FN3KRP,1
4888,FNBP4,1
4889,FNDC4,1
4890,FNDC7,1
4891,FNDC8,1
4892,FNIP1,1
4893,FOLH1,1
4894,FOLH1B,1
4895,FOSL2,1
4896,FOXD4,1
4897,FOXD4L1,1
4898,FOXF1,1
4899,FOXL2NB,1
4900,FOXO4,1
4901,FOXP4,1
4902,FOXQ1,1
4903,FOXRED2,1
4904,FPGT,1
4905,FPR2,1
4906,FRA10AC1,1
4907,FRAT2,1
4908,FREM2,1
4909,FREM3,1
4910,FRMD4B,1
4911,FRMD5,1
4912,FRMD7,1
4913,FRMPD3,1
4914,FRMPD4,1
4915,FSCN1,1
4916,FSD1L,1
4917,FST,1
4918,FSTL5,1
4919,FTO,1
4920,FUCA2,1
4921,FUNDC1,1
4922,FUT2,1
4923,FUT4,1
4924,FXYD6,1
4925,FZD1,1
4926,FZD10,1
4927,FZD4,1
4928,FZD5,1
4929,GAA,1
4930,GAB2,1
4931,GAB4,1
4932,GABBR1,1
4933,GABPA,1
4934,GABPB2,1
4935,GABRA3,1
4936,GABRA5,1
4937,GABRB2,1
4938,GABRB3,1
4939,GAD1,1
4940,GADD45A,1
4941,GAGE1,1
4942,GAL3ST4,1
4943,GALNT10,1
4944,GALNT18,1
4945,GALNT4,1
4946,GALR1,1
4947,GAN,1
4948,GAPVD1,1
4949,GAS2,1
4950,GATA2,1
4951,GATA4,1
4952,GATA5,1
4953,GATD3A,1
4954,GCK,1
4955,GCNT1,1
4956,GCSAM,1
4957,GCSH,1
4958,GDA,1
4959,GDAP1,1
4960,GDF11,1
4961,GDF5,1
4962,GDI1,1
4963,GEMIN2,1
4964,Gene Symbol,1
4965,GET4,1
4966,GGCX,1
4967,GGPS1,1
4968,GHRHR,1
4969,GIMAP2,1
4970,GIMAP6,1
4971,GINS1,1
4972,GINS3,1
4973,GJB2,1
4974,GJB4,1
4975,GKN1,1
4976,GKN2,1
4977,GLB1L2,1
4978,GLG1,1
4979,GLIPR1L1,1
4980,GLIS2,1
4981,GLOD5,1
4982,GLRA1,1
4983,GLRA2,1
4984,GLS,1
4985,GLUD2,1
4986,GLYAT,1
4987,GLYATL1,1
4988,GM2A,1
4989,GMCL1,1
4990,GMEB2,1
4991,GMFB,1
4992,GMNN,1
4993,GMPR,1
4994,GNAL,1
4995,GNAO1,1
4996,GNAS,1
4997,GNB2,1
4998,GNB3,1
4999,GNG12,1
5000,GNG2,1
5001,GNL3L,1
5002,GNRH1,1
5003,GNRHR,1
5004,GOLGA3,1
5005,GOLGA6A,1
5006,GOLGA6B,1
5007,GOLGA6D,1
5008,GOLGA6L10,1
5009,GOLGA6L4,1
5010,GOLGA7B,1
5011,GOLGA8J,1
5012,GOLGA8M,1
5013,GOLGA8N,1
5014,GOLGA8O,1
5015,GOLGA8R,1
5016,GOLPH3,1
5017,GOPC,1
5018,GORAB,1
5019,GORASP2,1
5020,GOT2,1
5021,GPBP1L1,1
5022,GPC1,1
5023,GPC2,1
5024,GPD1,1
5025,GPR137B,1
5026,GPR137C,1
5027,GPR153,1
5028,GPR17,1
5029,GPR19,1
5030,GPR37,1
5031,GPR6,1
5032,GPR75-ASB3,1
5033,GPX7,1
5034,GPX8,1
5035,GRAMD1C,1
5036,GRAMD2A,1
5037,GRAMD4,1
5038,GRAP2,1
5039,GRHL2,1
5040,GRHL3,1
5041,GRIA1,1
5042,GRIA4,1
5043,GRID1,1
5044,GRIK2,1
5045,GRIK3,1
5046,GRIK4,1
5047,GRIK5,1
5048,GRIN3A,1
5049,GRK2,1
5050,GSC,1
5051,GSDMD,1
5052,GSE1,1
5053,GSTA4,1
5054,GSTM3,1
5055,GTDC1,1
5056,GTF2H3,1
5057,GTF2I,1
5058,GTPBP2,1
5059,GTPBP3,1
5060,GUCD1,1
5061,GUCY1A2,1
5062,GUCY2C,1
5063,GULP1,1
5064,GVQW2,1
5065,GXYLT2,1
5066,GZF1,1
5067,H2AFV,1
5068,H2AFY,1
5069,H2AFY2,1
5070,H2AFZ,1
5071,H3F3A,1
5072,H6PD,1
5073,HABP4,1
5074,HACE1,1
5075,HADHB,1
5076,HAPLN3,1
5077,HAPLN4,1
5078,HCN1,1
5079,HCN2,1
5080,HDAC2,1
5081,HDAC5,1
5082,HDGFL3,1
5083,HDHD2,1
5084,HDHD5,1
5085,HDLBP,1
5086,HEATR5A,1
5087,HEPACAM2,1
5088,HERC4,1
5089,HERPUD1,1
5090,HERPUD2,1
5091,HES2,1
5092,HEXB,1
5093,HFE,1
5094,HFM1,1
5095,HHEX,1
5096,HHIP,1
5097,HIC1,1
5098,HINT3,1
5099,HIP1R,1
5100,HIVEP2,1
5101,HK1,1
5102,HLA-DOB,1
5103,HLF,1
5104,HMCN1,1
5105,HMG20A,1
5106,HMGB1,1
5107,HMGB3,1
5108,HMGCR,1
5109,HMGCS1,1
5110,HMGCS2,1
5111,HMGN4,1
5112,HMGXB3,1
5113,HMGXB4,1
5114,HMX2,1
5115,HNF1B,1
5116,HNRNPA1L2,1
5117,HNRNPA2B1,1
5118,HNRNPA3,1
5119,HNRNPC,1
5120,HNRNPH2,1
5121,HNRNPH3,1
5122,HNRNPM,1
5123,HNRNPR,1
5124,HNRNPU,1
5125,HNRNPUL1,1
5126,HOMER3,1
5127,HOOK1,1
5128,HORMAD1,1
5129,HOXA11,1
5130,HOXA13,1
5131,HOXA5,1
5132,HOXB5,1
5133,HOXB8,1
5134,HOXB9,1
5135,HOXC11,1
5136,HOXC9,1
5137,HPCAL1,1
5138,HPGD,1
5139,HR,1
5140,HRK,1
5141,HS3ST3B1,1
5142,HSD11B1,1
5143,HSD11B2,1
5144,HSD17B11,1
5145,HSD17B14,1
5146,HSDL2,1
5147,HSF2,1
5148,HSF2BP,1
5149,HSPA12A,1
5150,HSPA13,1
5151,HSPA2,1
5152,HSPB7,1
5153,HSPBAP1,1
5154,HTR2C,1
5155,HTR6,1
5156,HTR7,1
5157,HUNK,1
5158,HVCN1,1
5159,IARS2,1
5160,IBTK,1
5161,ICA1L,1
5162,ICAM4,1
5163,ICMT,1
5164,ID1,1
5165,ID2,1
5166,IDH2,1
5167,IDNK,1
5168,IDO1,1
5169,IDS,1
5170,IER2,1
5171,IER3IP1,1
5172,IER5L,1
5173,IFFO1,1
5174,IFI30,1
5175,IFI44L,1
5176,IFIT1,1
5177,IFIT2,1
5178,IFITM10,1
5179,IFITM5,1
5180,IFNA10,1
5181,IFNA17,1
5182,IFNA4,1
5183,IFNA8,1
5184,IFNK,1
5185,IFNLR1,1
5186,IFNW1,1
5187,IFT57,1
5188,IFT81,1
5189,IGF2BP3,1
5190,IGFBP3,1
5191,IGFBP4,1
5192,IGIP,1
5193,IKBIP,1
5194,IKZF5,1
5195,IL13,1
5196,IL16,1
5197,IL17RA,1
5198,IL18R1,1
5199,IL19,1
5200,IL1A,1
5201,IL1R1,1
5202,IL20,1
5203,IL20RA,1
5204,IL21R,1
5205,IL22RA2,1
5206,IL25,1
5207,IL26,1
5208,IL36B,1
5209,IL6R,1
5210,IL7,1
5211,ILF2,1
5212,IMMP2L,1
5213,IMP4,1
5214,IMPA1,1
5215,IMPAD1,1
5216,INA,1
5217,INAFM1,1
5218,INAFM2,1
5219,INF2,1
5220,INO80C,1
5221,INPP5F,1
5222,INPP5K,1
5223,INSC,1
5224,INTS2,1
5225,IPCEF1,1
5226,IPMK,1
5227,IPO8,1
5228,IQCG,1
5229,IQCH,1
5230,IQCJ,1
5231,IQGAP3,1
5232,IQSEC1,1
5233,IQSEC2,1
5234,IQUB,1
5235,IRF1,1
5236,IRF2,1
5237,IRF8,1
5238,ISCU,1
5239,ISG20L2,1
5240,ISLR2,1
5241,ITFG2,1
5242,ITGA11,1
5243,ITGA3,1
5244,ITGA5,1
5245,ITGAV,1
5246,ITGB4,1
5247,ITGBL1,1
5248,ITIH5,1
5249,ITK,1
5250,ITM2B,1
5251,ITSN2,1
5252,JADE3,1
5253,JAG2,1
5254,JAK2,1
5255,JAKMIP1,1
5256,JAM2,1
5257,JMJD4,1
5258,JPH1,1
5259,JPH2,1
5260,JUNB,1
5261,KANSL1L,1
5262,KANSL2,1
5263,KANSL3,1
5264,KAT14,1
5265,KAT6A,1
5266,KAT6B,1
5267,KAT7,1
5268,KAZALD1,1
5269,KAZN,1
5270,KBTBD6,1
5271,KCNAB3,1
5272,KCNB2,1
5273,KCNC1,1
5274,KCND1,1
5275,KCNE1,1
5276,KCNG1,1
5277,KCNG3,1
5278,KCNH1,1
5279,KCNH5,1
5280,KCNH8,1
5281,KCNIP2,1
5282,KCNIP4,1
5283,KCNJ10,1
5284,KCNJ18,1
5285,KCNJ3,1
5286,KCNJ6,1
5287,KCNK9,1
5288,KCNQ2,1
5289,KCNQ4,1
5290,KCNRG,1
5291,KCNS1,1
5292,KCNS2,1
5293,KCTD10,1
5294,KCTD11,1
5295,KCTD12,1
5296,KCTD13,1
5297,KCTD2,1
5298,KCTD4,1
5299,KDELC1,1
5300,KDELC2,1
5301,KDM2B,1
5302,KDM3B,1
5303,KDM4A,1
5304,KDM4B,1
5305,KDM5B,1
5306,KDM5D,1
5307,KHDC4,1
5308,KHDRBS3,1
5309,KIAA0232,1
5310,KIAA0319L,1
5311,KIAA0895,1
5312,KIAA0895L,1
5313,KIAA1109,1
5314,KIAA1191,1
5315,KIAA1324,1
5316,KIAA1328,1
5317,KIAA1586,1
5318,KIAA1841,1
5319,KIAA2013,1
5320,KIF1BP,1
5321,KIF20A,1
5322,KIF24,1
5323,KIF26B,1
5324,KIF2A,1
5325,KIFAP3,1
5326,KIFC2,1
5327,KIN,1
5328,KIRREL3,1
5329,KITLG,1
5330,KLF11,1
5331,KLF14,1
5332,KLF15,1
5333,KLHDC1,1
5334,KLHDC10,1
5335,KLHDC3,1
5336,KLHDC8A,1
5337,KLHDC9,1
5338,KLHL14,1
5339,KLHL17,1
5340,KLHL21,1
5341,KLHL25,1
5342,KLHL29,1
5343,KLHL32,1
5344,KLHL36,1
5345,KLHL42,1
5346,KLHL5,1
5347,KLHL6,1
5348,KLHL7,1
5349,KLHL8,1
5350,KLK11,1
5351,KLK2,1
5352,KLRC4-KLRK1,1
5353,KLRD1,1
5354,KLRF1,1
5355,KLRG1,1
5356,KLRK1,1
5357,KMT2E,1
5358,KMT5A,1
5359,KMT5C,1
5360,KNOP1,1
5361,KNSTRN,1
5362,KPNA2,1
5363,KREMEN2,1
5364,KRT1,1
5365,KRT23,1
5366,KRT26,1
5367,KRT76,1
5368,KRT80,1
5369,KRTAP1-5,1
5370,KRTAP13-2,1
5371,KRTAP19-3,1
5372,KRTAP2-3,1
5373,KRTAP3-1,1
5374,KRTAP4-1,1
5375,KRTAP4-3,1
5376,KRTAP5-5,1
5377,KRTAP9-2,1
5378,KRTAP9-3,1
5379,KRTAP9-4,1
5380,KRTAP9-8,1
5381,KSR2,1
5382,KXD1,1
5383,L2HGDH,1
5384,L3HYPDH,1
5385,L3MBTL4,1
5386,LACTB,1
5387,LAMA2,1
5388,LAMB4,1
5389,LAMP5,1
5390,LAMTOR1,1
5391,LAMTOR5,1
5392,LANCL3,1
5393,LARP4B,1
5394,LARS2,1
5395,LASP1,1
5396,LAT2,1
5397,LAX1,1
5398,LBH,1
5399,LBR,1
5400,LCN1,1
5401,LCT,1
5402,LDOC1,1
5403,LEF1,1
5404,LEKR1,1
5405,LENG9,1
5406,LEP,1
5407,LEPR,1
5408,LGI3,1
5409,LHFPL3,1
5410,LHX6,1
5411,LIF,1
5412,LILRA1,1
5413,LILRA2,1
5414,LILRA4,1
5415,LILRB2,1
5416,LIN52,1
5417,LIN7C,1
5418,LIPA,1
5419,LIPH,1
5420,LLCFC1,1
5421,LLGL1,1
5422,LLGL2,1
5423,LMNB1,1
5424,LMO2,1
5425,LMO3,1
5426,LNPK,1
5427,LOC100132813,1
5428,LOC100287896,1
5429,LOC102723360,1
5430,LOC102724219,1
5431,LOC102724265,1
5432,LOC102724843,1
5433,LOC102724951,1
5434,LOC389602,1
5435,LOC441155,1
5436,LONP2,1
5437,LONRF2,1
5438,LOXL4,1
5439,LPCAT2,1
5440,LPIN1,1
5441,LPL,1
5442,LRAT,1
5443,LRFN1,1
5444,LRP2BP,1
5445,LRP4,1
5446,LRP8,1
5447,LRPPRC,1
5448,LRRC20,1
5449,LRRC3,1
5450,LRRC38,1
