,gene,freq
5451,LRRC39,1
5452,LRRC57,1
5453,LRRC58,1
5454,LRRC6,1
5455,LRRC75A,1
5456,LRRC8E,1
5457,LRRFIP1,1
5458,LRRN1,1
5459,LRRN2,1
5460,LSM14B,1
5461,LSM4,1
5462,LSM8,1
5463,LYRM9,1
5464,LYSMD1,1
5465,M1AP,1
5466,MAB21L3,1
5467,MACROD2,1
5468,MAD2L1,1
5469,MAD2L2,1
5470,MAF,1
5471,MAGEB18,1
5472,MAGEC2,1
5473,MAGEH1,1
5474,MAGEL2,1
5475,MAK16,1
5476,MAN1A1,1
5477,MAN1B1,1
5478,MANEA,1
5479,MAOA,1
5480,MAOB,1
5481,MAP10,1
5482,MAP1LC3A,1
5483,MAP1LC3C,1
5484,MAP2,1
5485,MAP3K11,1
5486,MAP3K14,1
5487,MAP3K15,1
5488,MAP3K19,1
5489,MAP3K3,1
5490,MAP3K8,1
5491,MAP4,1
5492,MAP4K2,1
5493,MAP4K3,1
5494,MAP4K5,1
5495,MAP7D1,1
5496,MAP9,1
5497,MAPK13,1
5498,MAPK14,1
5499,MAPK1IP1L,1
5500,MAPK3,1
5501,MAPKBP1,1
5502,MAPRE2,1
5503,MAPRE3,1
5504,MARCH1,1
5505,MARCH11,1
5506,MARCH7,1
5507,MARCKS,1
5508,MARF1,1
5509,MASTL,1
5510,MAT2B,1
5511,MATN2,1
5512,MATN3,1
5513,MAX,1
5514,MBD6,1
5515,MBL2,1
5516,MBLAC2,1
5517,MBOAT2,1
5518,MCC,1
5519,MCMDC2,1
5520,MCOLN2,1
5521,MCOLN3,1
5522,MCPH1,1
5523,MCTS1,1
5524,MDGA2,1
5525,MDM1,1
5526,MDM2,1
5527,ME2,1
5528,MEAF6,1
5529,MED13L,1
5530,MED14,1
5531,MED20,1
5532,MED22,1
5533,MED28,1
5534,MED8,1
5535,MED9,1
5536,MEDAG,1
5537,MELK,1
5538,MEPE,1
5539,MEST,1
5540,METRN,1
5541,METTL14,1
5542,METTL15,1
5543,METTL25,1
5544,METTL4,1
5545,MEX3A,1
5546,MFAP3L,1
5547,MFSD11,1
5548,MFSD14B,1
5549,MFSD4B,1
5550,MGA,1
5551,MGAM,1
5552,MGAT2,1
5553,MGAT5B,1
5554,MGLL,1
5555,MGRN1,1
5556,MICAL1,1
5557,MICAL3,1
5558,MICOS10,1
5559,MICU1,1
5560,MID1,1
5561,MIER2,1
5562,MINDY3,1
5563,MINK1,1
5564,MINPP1,1
5565,MIOS,1
5566,MIP,1
5567,MIS18BP1,1
5568,MISP3,1
5569,MKNK2,1
5570,MKRN2OS,1
5571,MLF1,1
5572,MLH3,1
5573,MLIP,1
5574,MLLT1,1
5575,MLLT3,1
5576,MLX,1
5577,MLXIPL,1
5578,MMAA,1
5579,MMAB,1
5580,MMP10,1
5581,MMP13,1
5582,MMP21,1
5583,MMP7,1
5584,MMRN2,1
5585,MN1,1
5586,MOAP1,1
5587,MOB1B,1
5588,MOB2,1
5589,MOB3A,1
5590,MOCS2,1
5591,MORC2,1
5592,MORC4,1
5593,MORF4L1,1
5594,MORF4L2,1
5595,MPC1,1
5596,MPEG1,1
5597,MPI,1
5598,MPL,1
5599,MPP1,1
5600,MPP2,1
5601,MPP5,1
5602,MPPE1,1
5603,MPPED2,1
5604,MPRIP,1
5605,MRC2,1
5606,MRFAP1,1
5607,MRGBP,1
5608,MRI1,1
5609,MRM2,1
5610,MRPL15,1
5611,MRPL2,1
5612,MRPL42,1
5613,MRPL45,1
5614,MRPS36,1
5615,MRS2,1
5616,MS4A14,1
5617,MS4A6A,1
5618,MS4A7,1
5619,MSANTD4,1
5620,MSH2,1
5621,MSL2,1
5622,MSR1,1
5623,MST1L,1
5624,MST1R,1
5625,MSX1,1
5626,MT1A,1
5627,MT1X,1
5628,MT2A,1
5629,MTA1,1
5630,MTA2,1
5631,MTA3,1
5632,MTFMT,1
5633,MTFR1,1
5634,MTFR2,1
5635,MTG2,1
5636,MTHFD2,1
5637,MTHFSD,1
5638,MTMR2,1
5639,MTOR,1
5640,MTPN,1
5641,MTR,1
5642,MTREX,1
5643,MTRF1L,1
5644,MTRNR2L1,1
5645,MTRNR2L10,1
5646,MTRR,1
5647,MTTP,1
5648,MUC13,1
5649,MUC22,1
5650,MUL1,1
5651,MX2,1
5652,MXD4,1
5653,MYBPH,1
5654,MYCBP,1
5655,MYD88,1
5656,MYH10,1
5657,MYH14,1
5658,MYH15,1
5659,MYH3,1
5660,MYL12A,1
5661,MYNN,1
5662,MYO10,1
5663,MYO18A,1
5664,MYO1B,1
5665,MYO1E,1
5666,MYO3B,1
5667,MYO6,1
5668,MYO9B,1
5669,MYOT,1
5670,MYOZ3,1
5671,MYRF,1
5672,MYSM1,1
5673,MYZAP,1
5674,N4BP2L1,1
5675,N4BP3,1
5676,N6AMT1,1
5677,NAA35,1
5678,NAA40,1
5679,NAALAD2,1
5680,NAB1,1
5681,NACA,1
5682,NACA2,1
5683,NADK2,1
5684,NAGA,1
5685,NAGPA,1
5686,NAIP,1
5687,NAP1L1,1
5688,NAP1L5,1
5689,NASP,1
5690,NAT16,1
5691,NATD1,1
5692,NAXE,1
5693,NBEAL1,1
5694,NBEAL2,1
5695,NBPF1,1
5696,NBPF3,1
5697,NCAM2,1
5698,NCAPG,1
5699,NCBP2,1
5700,NCEH1,1
5701,NCK2,1
5702,NCKIPSD,1
5703,NCOA2,1
5704,NDFIP2,1
5705,NDN,1
5706,NDNF,1
5707,NDOR1,1
5708,NDST3,1
5709,NDUFA10,1
5710,NDUFA4,1
5711,NDUFAF6,1
5712,NDUFB2,1
5713,NDUFB5,1
5714,NDUFC2,1
5715,NEFH,1
5716,NEK1,1
5717,NEK11,1
5718,NEK4,1
5719,NEMF,1
5720,NEMP2,1
5721,NET1,1
5722,NETO1,1
5723,NETO2,1
5724,NEURL3,1
5725,NEUROD2,1
5726,NEXN,1
5727,NFAM1,1
5728,NFASC,1
5729,NFATC1,1
5730,NFATC2IP,1
5731,NFE4,1
5732,NFKBIZ,1
5733,NGRN,1
5734,NHLRC3,1
5735,NIF3L1,1
5736,NIP7,1
5737,NIPA2,1
5738,NIPAL1,1
5739,NIPBL,1
5740,NIPSNAP2,1
5741,NIPSNAP3B,1
5742,NKAIN2,1
5743,NKIRAS2,1
5744,NKRF,1
5745,NKX2-3,1
5746,NKX2-4,1
5747,NKX3-1,1
5748,NLGN4Y,1
5749,NMB,1
5750,NMBR,1
5751,NME2,1
5752,NME5,1
5753,NMNAT1,1
5754,NMRK1,1
5755,NMT2,1
5756,NMUR2,1
5757,NNAT,1
5758,NOCT,1
5759,NOG,1
5760,NOL7,1
5761,NOM1,1
5762,NOMO3,1
5763,NOXRED1,1
5764,NPAS2,1
5765,NPAS4,1
5766,NPAT,1
5767,NPC1,1
5768,NPHP3,1
5769,NPHP4,1
5770,NPM3,1
5771,NPR3,1
5772,NPY2R,1
5773,NR2C1,1
5774,NR2C2AP,1
5775,NRAS,1
5776,NRCAM,1
5777,NRF1,1
5778,NRG1,1
5779,NRSN1,1
5780,NRXN3,1
5781,NSMAF,1
5782,NSUN5,1
5783,NSUN6,1
5784,NT5C1B,1
5785,NT5C1B-RDH14,1
5786,NT5DC3,1
5787,NTM,1
5788,NUDCD3,1
5789,NUDT13,1
5790,NUDT15,1
5791,NUDT3,1
5792,NUDT5,1
5793,NUMBL,1
5794,NUP133,1
5795,NUP210,1
5796,NUP43,1
5797,NUP54,1
5798,NUP58,1
5799,NUP62CL,1
5800,NUPL2,1
5801,NVL,1
5802,NWD1,1
5803,NXPE3,1
5804,NXPH3,1
5805,OARD1,1
5806,OBSL1,1
5807,OCA2,1
5808,OCIAD1,1
5809,ODF2,1
5810,OGFRL1,1
5811,OLFM1,1
5812,OLIG3,1
5813,OPALIN,1
5814,OPN3,1
5815,OPRK1,1
5816,OR10W1,1
5817,OR11A1,1
5818,OR2A4,1
5819,OR6A2,1
5820,OR9Q1,1
5821,ORAI2,1
5822,ORC2,1
5823,ORMDL1,1
5824,OSBPL10,1
5825,OSBPL5,1
5826,OSER1,1
5827,OSGEPL1,1
5828,OSTC,1
5829,OTOGL,1
5830,OTUB1,1
5831,OTULINL,1
5832,OXCT1,1
5833,OXNAD1,1
5834,OXSR1,1
5835,P2RX5,1
5836,P2RX6,1
5837,P2RY1,1
5838,P2RY13,1
5839,P2RY2,1
5840,P3H3,1
5841,P4HA1,1
5842,PA2G4,1
5843,PABPC1L2A,1
5844,PABPC1L2B,1
5845,PABPC5,1
5846,PACRGL,1
5847,PACS1,1
5848,PACSIN1,1
5849,PALM,1
5850,PAN3,1
5851,PANX1,1
5852,PANX2,1
5853,PAPLN,1
5854,PAQR9,1
5855,PARD3B,1
5856,PARD6G,1
5857,PARG,1
5858,PARN,1
5859,PARP10,1
5860,PARP16,1
5861,PARPBP,1
5862,PASK,1
5863,PATE4,1
5864,PATL1,1
5865,PATL2,1
5866,PAX2,1
5867,PAX4,1
5868,PAXIP1,1
5869,PBDC1,1
5870,PBLD,1
5871,PBX3,1
5872,PBXIP1,1
5873,PCARE,1
5874,PCDH1,1
5875,PCDH12,1
5876,PCDH19,1
5877,PCDHB12,1
5878,PCDHB14,1
5879,PCDHB2,1
5880,PCDHB4,1
5881,PCDHB9,1
5882,PCDHGA12,1
5883,PCMTD1,1
5884,PCOLCE2,1
5885,PDCD2,1
5886,PDE10A,1
5887,PDE11A,1
5888,PDE12,1
5889,PDE1A,1
5890,PDE1C,1
5891,PDE3A,1
5892,PDE4B,1
5893,PDE6B,1
5894,PDE7B,1
5895,PDE8A,1
5896,PDGFB,1
5897,PDGFC,1
5898,PDGFD,1
5899,PDHX,1
5900,PDIA4,1
5901,PDLIM2,1
5902,PDP1,1
5903,PDPN,1
5904,PDRG1,1
5905,PDX1,1
5906,PDXK,1
5907,PDZD11,1
5908,PDZD2,1
5909,PDZRN4,1
5910,PEG10,1
5911,PEG3,1
5912,PELO,1
5913,PEPD,1
5914,PER3,1
5915,PEX11B,1
5916,PFKFB3,1
5917,PFKM,1
5918,PFN1,1
5919,PGAM1,1
5920,PGAM5,1
5921,PGAP2,1
5922,PGF,1
5923,PGM2,1
5924,PGM5,1
5925,PGS1,1
5926,PHACTR3,1
5927,PHAX,1
5928,PHC1,1
5929,PHC2,1
5930,PHETA1,1
5931,PHF11,1
5932,PHF21B,1
5933,PHF8,1
5934,PHKB,1
5935,PHLDA3,1
5936,PHLDB1,1
5937,PHLDB3,1
5938,PHOSPHO1,1
5939,PHYHD1,1
5940,PHYHIPL,1
5941,PIAS4,1
5942,PIGG,1
5943,PIGW,1
5944,PIH1D3,1
5945,PIK3AP1,1
5946,PIK3CG,1
5947,PIK3R2,1
5948,PIMREG,1
5949,PINX1,1
5950,PIRT,1
5951,PJVK,1
5952,PKD1,1
5953,PKD1L1,1
5954,PKIA,1
5955,PKIB,1
5956,PKIG,1
5957,PKNOX2,1
5958,PKP3,1
5959,PKP4,1
5960,PLA2G12A,1
5961,PLA2G12B,1
5962,PLA2G3,1
5963,PLA2R1,1
5964,PLAC8,1
5965,PLCB4,1
5966,PLCE1,1
5967,PLCG1,1
5968,PLCL1,1
5969,PLCXD2,1
5970,PLEC,1
5971,PLEKHA3,1
5972,PLEKHG4B,1
5973,PLEKHG5,1
5974,PLEKHG7,1
5975,PLEKHH2,1
5976,PLIN1,1
5977,PLIN3,1
5978,PLK1,1
5979,PLK4,1
5980,PLLP,1
5981,PLP1,1
5982,PLPBP,1
5983,PLPP4,1
5984,PLPPR1,1
5985,PLSCR3,1
5986,PLXDC1,1
5987,PLXNA3,1
5988,PLXND1,1
5989,PM20D1,1
5990,PML,1
5991,PMP2,1
5992,PMP22,1
5993,PMPCB,1
5994,PMS1,1
5995,PNMA5,1
5996,PNMA6A,1
5997,PNMA8A,1
5998,PNP,1
5999,PNPLA3,1
6000,PNPLA4,1
6001,PNPLA8,1
6002,PNPT1,1
6003,POC1B-GALNT4,1
6004,POFUT2,1
6005,POGK,1
6006,POLDIP2,1
6007,POLE3,1
6008,POLI,1
6009,POLQ,1
6010,POLR1A,1
6011,POLR1B,1
6012,POLR1D,1
6013,POLR2C,1
6014,POLR3A,1
6015,POLR3G,1
6016,POLR3K,1
6017,POM121L12,1
6018,POMGNT2,1
6019,POMP,1
6020,POP1,1
6021,POP7,1
6022,POU2AF1,1
6023,PPA2,1
6024,PPARA,1
6025,PPARG,1
6026,PPAT,1
6027,PPCS,1
6028,PPFIA3,1
6029,PPFIA4,1
6030,PPFIBP1,1
6031,PPHLN1,1
6032,PPIC,1
6033,PPM1G,1
6034,PPP1CC,1
6035,PPP1R10,1
6036,PPP1R12C,1
6037,PPP1R13B,1
6038,PPP1R13L,1
6039,PPP1R14C,1
6040,PPP1R1A,1
6041,PPP1R37,1
6042,PPP1R3A,1
6043,PPP1R3B,1
6044,PPP1R3C,1
6045,PPP1R3D,1
6046,PPP2R2A,1
6047,PPP2R5B,1
6048,PPP4R3B,1
6049,PQLC3,1
6050,PRAMEF1,1
6051,PRC1,1
6052,PRDM10,1
6053,PRDM16,1
6054,PRDM2,1
6055,PRDM5,1
6056,PRDM6,1
6057,PRDX5,1
6058,PRELID3B,1
6059,PREP,1
6060,PRG2,1
6061,PRIMA1,1
6062,PRKAB2,1
6063,PRKAR1B,1
6064,PRKAR2B,1
6065,PRKCH,1
6066,PRKCI,1
6067,PRKCSH,1
6068,PRKG2,1
6069,PRKX,1
6070,PRMT2,1
6071,PRMT5,1
6072,PROK2,1
6073,PRPF38B,1
6074,PRPF40B,1
6075,PRPF8,1
6076,PRPS1,1
6077,PRPS2,1
6078,PRR16,1
6079,PRR23B,1
6080,PRR3,1
6081,PRR9,1
6082,PRRC2B,1
6083,PRRT2,1
6084,PRRT3,1
6085,PRSS12,1
6086,PRSS21,1
6087,PRSS35,1
6088,PRUNE1,1
6089,PSAPL1,1
6090,PSEN1,1
6091,PSENEN,1
6092,PSG1,1
6093,PSG11,1
6094,PSG2,1
6095,PSG6,1
6096,PSG9,1
6097,PSIP1,1
6098,PSMA2,1
6099,PSMD10,1
6100,PSMD11,1
6101,PSMD14,1
6102,PSME4,1
6103,PSPC1,1
6104,PSTPIP2,1
6105,PTAFR,1
6106,PTBP1,1
6107,PTBP2,1
6108,PTCD2,1
6109,PTCHD1,1
6110,PTCHD4,1
6111,PTER,1
6112,PTGDR,1
6113,PTGER2,1
6114,PTGES2,1
6115,PTHLH,1
6116,PTK2,1
6117,PTK2B,1
6118,PTK6,1
6119,PTP4A2,1
6120,PTPA,1
6121,PTPMT1,1
6122,PTPN1,1
6123,PTPN2,1
6124,PTPN20,1
6125,PTPN21,1
6126,PTPN22,1
6127,PTPN5,1
6128,PTPN9,1
6129,PTPRT,1
6130,PUF60,1
6131,PUM2,1
6132,PUSL1,1
6133,PVR,1
6134,PXK,1
6135,PXN,1
6136,PYCR3,1
6137,PYGO1,1
6138,PYROXD1,1
6139,PYURF,1
6140,QDPR,1
6141,QRFPR,1
6142,R3HDM2,1
6143,R3HDM4,1
6144,RAB11A,1
6145,RAB11FIP3,1
6146,RAB13,1
6147,RAB22A,1
6148,RAB24,1
6149,RAB27A,1
6150,RAB28,1
6151,RAB29,1
6152,RAB2B,1
6153,RAB33B,1
6154,RAB36,1
6155,RAB37,1
6156,RAB39B,1
6157,RAB3D,1
6158,RAB3GAP1,1
6159,RAB3GAP2,1
6160,RAB40C,1
6161,RAB41,1
6162,RAB7A,1
6163,RABEP1,1
6164,RABEPK,1
6165,RABIF,1
6166,RABL3,1
6167,RAC1,1
6168,RAD51C,1
6169,RALBP1,1
6170,RALGAPA2,1
6171,RALGDS,1
6172,RAMAC,1
6173,RANBP1,1
6174,RANBP10,1
6175,RANBP17,1
6176,RANBP2,1
6177,RANBP3L,1
6178,RANBP6,1
6179,RAP1GAP2,1
6180,RAP1GDS1,1
6181,RAP2A,1
6182,RAPGEF1,1
6183,RAPGEF3,1
6184,RARA,1
6185,RASAL1,1
6186,RASAL2,1
6187,RASD2,1
6188,RASGRF2,1
6189,RASGRP3,1
6190,RASSF10,1
6191,RASSF4,1
6192,RASSF6,1
6193,RAVER2,1
6194,RB1,1
6195,RBBP7,1
6196,RBBP9,1
6197,RBFOX1,1
6198,RBL1,1
6199,RBM14,1
6200,RBM15,1
6201,RBM17,1
6202,RBM18,1
6203,RBM34,1
6204,RBM4,1
6205,RBMXL1,1
6206,RBPMS,1
6207,RBPMS2,1
6208,RCC1,1
6209,RCC1L,1
6210,RCC2,1
6211,RCCD1,1
6212,RCN2,1
6213,RCSD1,1
6214,RDH14,1
6215,RDX,1
6216,RECQL,1
6217,REEP5,1
6218,RELL1,1
6219,REPS1,1
6220,RERGL,1
6221,RETREG3,1
6222,REV1,1
6223,REXO1,1
6224,RFC5,1
6225,RFLNB,1
6226,RFPL4B,1
6227,RFT1,1
6228,RFTN1,1
6229,RFX2,1
6230,RFXAP,1
6231,RGCC,1
6232,RGPD1,1
6233,RGS10,1
6234,RGS17,1
6235,RGS6,1
6236,RHBDL2,1
6237,RHOA,1
6238,RHOBTB1,1
6239,RHOQ,1
6240,RHOT1,1
6241,RIC8A,1
6242,RIC8B,1
6243,RINT1,1
6244,RIPK1,1
6245,RIPOR3,1
6246,RNASE13,1
6247,RNASE9,1
6248,RNASEH2B,1
6249,RNF103,1
6250,RNF112,1
6251,RNF130,1
6252,RNF139,1
6253,RNF141,1
6254,RNF144A,1
6255,RNF146,1
6256,RNF150,1
6257,RNF167,1
6258,RNF208,1
6259,RNF219,1
6260,RNF24,1
6261,RNF39,1
6262,RNGTT,1
6263,RNH1,1
6264,RNPEP,1
6265,RORB,1
6266,RPA1,1
6267,RPGR,1
6268,RPL13A,1
6269,RPL15,1
6270,RPL27A,1
6271,RPL31,1
6272,RPL36A,1
6273,RPL36A-HNRNPH2,1
6274,RPL9,1
6275,RPN2,1
6276,RPP14,1
6277,RPS10-NUDT3,1
6278,RPS23,1
6279,RPS24,1
6280,RPS6KA4,1
6281,RPS6KL1,1
6282,RPUSD1,1
6283,RPUSD4,1
6284,RRAGB,1
6285,RRAGC,1
6286,RRBP1,1
6287,RRM1,1
6288,RRP7A,1
6289,RSL1D1,1
6290,RSPO4,1
6291,RSRC1,1
6292,RSRC2,1
6293,RTCA,1
6294,RTCB,1
6295,RTL5,1
6296,RTL6,1
6297,RTN2,1
6298,RTN4RL1,1
6299,RUBCN,1
6300,RUVBL1,1
6301,RXRB,1
6302,RYR2,1
6303,S100A3,1
6304,S1PR2,1
6305,SAMD12,1
6306,SAMD13,1
6307,SAMD4B,1
6308,SAMD5,1
6309,SAP18,1
6310,SAP30,1
6311,SASH1,1
6312,SBDS,1
6313,SBF1,1
6314,SBK1,1
6315,SBNO2,1
6316,SC5D,1
6317,SCAMP4,1
6318,SCAMP5,1
6319,SCCPDH,1
6320,SCEL,1
6321,SCML4,1
6322,SCN2B,1
6323,SCN3B,1
6324,SCP2,1
6325,SCRG1,1
6326,SCRIB,1
6327,SCRN3,1
6328,SCRT2,1
6329,SDC1,1
6330,SDC2,1
6331,SDC4,1
6332,SDF2,1
6333,SDHD,1
6334,SDK1,1
6335,SDK2,1
6336,SDR42E1,1
6337,SEC14L2,1
6338,SEC16A,1
6339,SEC16B,1
6340,SEC22A,1
6341,SEC22B,1
6342,SEC23B,1
6343,SEC23IP,1
6344,SEC31B,1
6345,SEC62,1
6346,SELENOH,1
6347,SEMA3E,1
6348,SEMA3G,1
6349,SEMA4A,1
6350,SEMA4C,1
6351,SEPT3,1
6352,SEPT6,1
6353,SERF1B,1
6354,SERINC4,1
6355,SERP1,1
6356,SERPINA3,1
6357,SERPINA5,1
6358,SERPINB11,1
6359,SERPINB12,1
6360,SERPINH1,1
6361,SERTAD3,1
6362,SETDB1,1
6363,SETDB2-PHF11,1
6364,SETMAR,1
6365,SETX,1
6366,SEZ6,1
6367,SF3B1,1
6368,SF3B3,1
6369,SFMBT2,1
6370,SFXN3,1
6371,SGMS1,1
6372,SGPP2,1
6373,SH2D1B,1
6374,SH3BP4,1
6375,SH3BP5L,1
6376,SH3GLB2,1
6377,SH3PXD2B,1
6378,SH3YL1,1
6379,SHANK1,1
6380,SHB,1
6381,SHC1,1
6382,SHCBP1,1
6383,SHE,1
6384,SHISA7,1
6385,SHISA9,1
6386,SHLD2,1
6387,SHPRH,1
6388,SHROOM2,1
6389,SIGLEC8,1
6390,SIM2,1
6391,SIN3B,1
6392,SIPA1L1,1
6393,SIRPB1,1
6394,SIRT5,1
6395,SIRT6,1
6396,SIVA1,1
6397,SIX3,1
6398,SIX5,1
6399,SKAP2,1
6400,SKP1,1
6401,SLBP,1
6402,SLC10A1,1
6403,SLC10A3,1
6404,SLC11A1,1
6405,SLC16A1,1
6406,SLC16A10,1
6407,SLC16A3,1
6408,SLC16A4,1
6409,SLC19A2,1
6410,SLC1A1,1
6411,SLC1A6,1
6412,SLC20A1,1
6413,SLC22A23,1
6414,SLC22A3,1
6415,SLC22A5,1
6416,SLC22A7,1
6417,SLC24A1,1
6418,SLC24A2,1
6419,SLC25A13,1
6420,SLC25A20,1
6421,SLC25A25,1
6422,SLC25A28,1
6423,SLC25A29,1
6424,SLC25A3,1
6425,SLC25A34,1
6426,SLC25A35,1
6427,SLC25A39,1
6428,SLC25A40,1
6429,SLC25A43,1
6430,SLC25A53,1
6431,SLC25A6,1
6432,SLC26A11,1
6433,SLC26A4,1
6434,SLC27A1,1
6435,SLC28A3,1
6436,SLC29A2,1
6437,SLC29A3,1
6438,SLC2A10,1
6439,SLC2A11,1
6440,SLC2A12,1
6441,SLC2A13,1
6442,SLC2A4RG,1
6443,SLC2A9,1
6444,SLC30A10,1
6445,SLC30A2,1
6446,SLC30A6,1
6447,SLC30A9,1
6448,SLC31A2,1
6449,SLC32A1,1
6450,SLC34A1,1
6451,SLC34A2,1
6452,SLC35A5,1
6453,SLC35B3,1
6454,SLC35D3,1
6455,SLC35E1,1
6456,SLC35E4,1
6457,SLC35F4,1
6458,SLC35F6,1
6459,SLC35G2,1
6460,SLC36A4,1
6461,SLC37A3,1
6462,SLC38A1,1
6463,SLC38A10,1
6464,SLC38A11,1
6465,SLC38A3,1
6466,SLC38A9,1
6467,SLC39A12,1
6468,SLC39A6,1
6469,SLC39A8,1
6470,SLC41A2,1
6471,SLC44A5,1
6472,SLC45A4,1
6473,SLC46A1,1
6474,SLC46A2,1
6475,SLC48A1,1
6476,SLC4A1,1
6477,SLC52A1,1
6478,SLC5A12,1
6479,SLC5A7,1
6480,SLC5A8,1
6481,SLC6A13,1
6482,SLC6A14,1
6483,SLC6A17,1
6484,SLC6A20,1
6485,SLC6A8,1
6486,SLC6A9,1
6487,SLC8A1,1
6488,SLC9A3R2,1
6489,SLC9A4,1
6490,SLC9A9,1
6491,SLC9C1,1
6492,SLCO2B1,1
6493,SLCO4A1,1
6494,SLCO5A1,1
6495,SLFN13,1
6496,SLIT3,1
6497,SLITRK5,1
6498,SLX4,1
6499,SLX4IP,1
6500,SMAD6,1
6501,SMAP2,1
6502,SMARCA1,1
6503,SMARCA4,1
6504,SMARCC2,1
6505,SMARCE1,1
6506,SMCO1,1
6507,SMIM10L1,1
6508,SMIM11A,1
6509,SMIM11B,1
6510,SMIM14,1
6511,SMIM17,1
6512,SMN1,1
6513,SMN2,1
6514,SMPD3,1
6515,SMS,1
6516,SMTNL2,1
6517,SMU1,1
6518,SNAPC1,1
6519,SNCA,1
6520,SNCAIP,1
6521,SNRNP27,1
6522,SNRNP48,1
6523,SNRPE,1
6524,SNRPG,1
6525,SNTA1,1
6526,SNTG1,1
6527,SNTN,1
6528,SNURF,1
6529,SNX12,1
6530,SNX17,1
6531,SNX20,1
6532,SNX24,1
6533,SNX3,1
6534,SNX30,1
6535,SNX4,1
6536,SNX5,1
6537,SNX9,1
6538,SOAT1,1
6539,SOCS7,1
6540,SOD2,1
6541,SORCS1,1
6542,SORD,1
6543,SOST,1
6544,SOSTDC1,1
6545,SOWAHC,1
6546,SOX21,1
6547,SP100,1
6548,SP6,1
6549,SPA17,1
6550,SPAG9,1
6551,SPARC,1
6552,SPARCL1,1
6553,SPATA13,1
6554,SPATA18,1
6555,SPATA9,1
6556,SPATS1,1
6557,SPATS2L,1
6558,SPDL1,1
6559,SPDYE1,1
6560,SPDYE3,1
6561,SPDYE5,1
6562,SPDYE6,1
6563,SPEF2,1
6564,SPG11,1
6565,SPIB,1
6566,SPIN1,1
6567,SPIN4,1
6568,SPINK5,1
6569,SPINT1,1
6570,SPNS1,1
6571,SPNS2,1
6572,SPOCK2,1
6573,SPON2,1
6574,SPPL2B,1
6575,SPRR2A,1
6576,SPRR2D,1
6577,SPRR2E,1
6578,SPTAN1,1
6579,SPTSSA,1
6580,SPZ1,1
6581,SRA1,1
6582,SRCIN1,1
6583,SREBF1,1
6584,SREK1IP1,1
6585,SRF,1
6586,SRP19,1
6587,SRSF3,1
6588,SSBP3,1
6589,SSC4D,1
6590,SSPN,1
6591,SSX2IP,1
6592,ST18,1
6593,ST3GAL1,1
6594,ST3GAL3,1
6595,ST3GAL5,1
6596,ST6GALNAC3,1
6597,ST6GALNAC5,1
6598,ST8SIA5,1
6599,STAG1,1
6600,STAM2,1
6601,STAMBP,1
6602,STAR,1
6603,STAT1,1
6604,STAT2,1
6605,STAT3,1
6606,STATH,1
6607,STAU2,1
6608,STIL,1
6609,STK25,1
6610,STK26,1
6611,STK3,1
6612,STK4,1
6613,STK40,1
6614,STMN1,1
6615,STMN2,1
6616,STMN4,1
6617,STN1,1
6618,STON1,1
6619,STRA6,1
6620,STRAP,1
6621,STRIP2,1
6622,STRN4,1
6623,STS,1
6624,STT3B,1
6625,STX11,1
6626,STX18,1
6627,STX3,1
6628,STXBP4,1
6629,STXBP5L,1
6630,STYX,1
6631,SUCLG2,1
6632,SUCNR1,1
6633,SUDS3,1
6634,SUFU,1
6635,SUGT1,1
6636,SULF2,1
6637,SULT4A1,1
6638,SULT6B1,1
6639,SUMF2,1
6640,SUPT7L,1
6641,SUSD5,1
6642,SUV39H1,1
6643,SV2A,1
6644,SVIL,1
6645,SVOP,1
6646,SYNC,1
6647,SYNGAP1,1
6648,SYNJ2,1
6649,SYNJ2BP-COX16,1
6650,SYNM,1
6651,SYPL2,1
6652,SYT11,1
6653,SYT14,1
6654,SYT5,1
6655,SYT9,1
6656,TAB1,1
6657,TAB2,1
6658,TAF11,1
6659,TAF5L,1
6660,TAF7,1
6661,TAF9B,1
6662,TAGLN3,1
6663,TAL1,1
6664,TANGO2,1
6665,TANK,1
6666,TAOK3,1
6667,TAP1,1
6668,TARDBP,1
6669,TARSL2,1
6670,TASOR,1
6671,TAX1BP1,1
6672,TBC1D24,1
6673,TBC1D30,1
6674,TBC1D4,1
6675,TBC1D9B,1
6676,TBCA,1
6677,TBK1,1
6678,TBL1X,1
6679,TBR1,1
6680,TBRG4,1
6681,TBX1,1
6682,TBX5,1
6683,TBXT,1
6684,TC2N,1
6685,TCAF2,1
6686,TCEA1,1
6687,TCEAL1,1
6688,TCEAL5,1
6689,TCERG1L,1
6690,TCF21,1
6691,TCF7L1,1
6692,TCFL5,1
6693,TCHHL1,1
6694,TCN2,1
6695,TCP11L1,1
6696,TDO2,1
6697,TDRKH,1
6698,TEF,1
6699,TEK,1
6700,TESK1,1
6701,TESPA1,1
6702,TEX13B,1
6703,TEX22,1
6704,TF,1
6705,TFAP2C,1
6706,TFAP2E,1
6707,TFAP4,1
6708,TFB1M,1
6709,TFEB,1
6710,TFG,1
6711,TFRC,1
6712,TGM2,1
6713,TGM3,1
6714,TGM5,1
6715,TGS1,1
6716,THAP1,1
6717,THAP12,1
6718,THAP2,1
6719,THBS1,1
6720,THOP1,1
6721,THSD7B,1
6722,TIAM2,1
6723,TICAM1,1
6724,TIFA,1
